id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13226114,Home in Seattle · ★4.79 · 2 bedrooms · 4 beds · 2 baths,1884549,Denise & Sean,Rainier Valley,Columbia City,47.56555,-122.29385,Entire home/apt,240,4,24,2022-12-01,0.28,1,9,5,STR-OPLI-19-000171
12518952,Guest suite in Seattle · ★5.0 · 2 bedrooms · 6 beds · 1 bath,12677600,Joe,Other neighborhoods,Green Lake,47.68243,-122.33086,Entire home/apt,200,3,60,2023-06-13,0.71,1,113,9,STR-OPLI-19-002061
521597880867717063,Serviced apartment in Seattle · Studio · 1 bath,48005494,Zeus,Ballard,Adams,47.66646,-122.3765,Entire home/apt,81,30,2,2023-04-10,0.44,36,191,2,
17889172,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,66909032,Randy,Other neighborhoods,Wallingford,47.6548,-122.34042,Entire home/apt,125,30,28,2023-05-06,0.38,4,307,4,STR-OPLI-19-000865
15917796,Home in Seattle · ★4.60 · Studio · 3 beds · 1 bath,38021932,Rocky,Capitol Hill,Montlake,47.64017,-122.32271,Entire home/apt,128,30,31,2022-07-31,0.38,1,316,2,STR-OPLI-19-003016
38328402,Guesthouse in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,6397518,Sean,Delridge,High Point,47.54646,-122.36559,Entire home/apt,148,3,86,2023-05-29,1.88,1,158,24,STR-OPLI-19-003229
715262634450370999,Condo in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,15476414,Kurt,Downtown,Pike-Market,47.60902512940092,-122.33883632638931,Entire home/apt,249,6,16,2023-06-07,1.85,1,9,16,STR-OPLI-22-001480
53232931,Townhouse in Seattle · ★4.98 · 2 bedrooms · 2 beds · 2 baths,23616276,Morgan,Central Area,Minor,47.60886,-122.31502,Entire home/apt,281,2,44,2023-06-20,2.44,1,261,36,STR-OPLI-21-001209
17433936,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,65959768,Em,Downtown,Belltown,47.6126,-122.3405,Shared room,50,30,56,2019-12-07,0.74,2,0,0,
8941768,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,3022709,Laura,Queen Anne,East Queen Anne,47.63209,-122.34643,Entire home/apt,250,30,10,2019-08-17,0.11,2,0,0,
50511057,Townhouse in Seattle · ★4.91 · 2 bedrooms · 2 beds · 1 private bath,163261952,Viet,Beacon Hill,North Beacon Hill,47.5868,-122.30604,Private room,114,2,77,2022-12-31,3.40,2,1,29,
54318319,Townhouse in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 private bath,113480449,Tram,Central Area,Mann,47.61431,-122.29872,Private room,68,2,57,2023-04-09,3.64,1,0,40,
706979493162928664,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Belltown,47.6156911,-122.3479268,Entire home/apt,209,31,0,,,398,0,0,
595972109894819132,Home in Seattle · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,3147600,Mellington,Capitol Hill,Stevens,47.6261,-122.30131,Entire home/apt,507,2,17,2023-06-11,1.34,3,303,16,STR-OPLI-22-000884
742998725604210763,Vacation home in Seattle · 6 bedrooms · 7 beds · 3.5 baths,477279461,Jen,Other neighborhoods,Fremont,47.66317,-122.3482,Entire home/apt,750,2,0,,,22,146,0,STR-OPLI-22-000515
644892680889770904,Rental unit in Seattle · ★4.33 · 1 bedroom · 1 bed · 1 bath,164917,Christina,Rainier Valley,Columbia City,47.55681,-122.28402,Entire home/apt,66,30,3,2023-05-06,0.27,1,142,3,
762428409197175519,Home in Seattle · Studio · 1 bed · 1 bath,379735904,Mimi,Cascade,Eastlake,47.64246,-122.32416,Private room,72,30,0,,,24,281,0,
7434103,Home in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 private bath,13869873,Heather,Lake City,Cedar Park,47.72388,-122.28792,Private room,93,2,216,2023-06-10,2.24,1,152,44,
36135642,Guest suite in Seattle · ★4.90 · 1 bedroom · 1 bed · 1 bath,4856099,Melissa,Queen Anne,North Queen Anne,47.64313,-122.36934,Entire home/apt,150,2,50,2022-06-10,1.03,2,13,0,STR-OPLI-19-000678
753841382262598408,Home in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Capitol Hill,Stevens,47.62797,-122.29974,Private room,93,10,0,,,56,327,0,
21014515,Rental unit in Seattle · ★4.85 · 3 bedrooms · 4 beds · 2 baths,3792761,Kimberly,Queen Anne,West Queen Anne,47.63112,-122.36782,Entire home/apt,575,2,119,2023-06-07,1.70,2,312,28,STR-OPLI-19-001614
29594876,Guest suite in Seattle · ★4.75 · 2 bedrooms · 2 beds · 1 bath,53552204,Randy,University District,University District,47.66601,-122.3076,Entire home/apt,172,2,73,2023-06-21,1.30,6,123,25,STR-OPLI-21-001118
687135496336000732,casa particular in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,473541603,Judith Iliana,Rainier Valley,Dunlap,47.53131,-122.27315,Private room,65,7,9,2023-05-19,1.10,1,293,9,
36642294,Home in Seattle · ★4.80 · 2 bedrooms · 3 beds · 1 bath,54660,Dennis,Other neighborhoods,Crown Hill,47.70072,-122.37031,Entire home/apt,129,1,76,2023-01-07,1.79,4,303,28,STR-OPLI-19-001993
3689416,Condo in Seattle · ★4.63 · 1 bedroom · 1 bed · 1 private bath,6533205,Lauren,Other neighborhoods,Bitter Lake,47.72494,-122.35308,Private room,199,30,30,2021-11-18,0.28,2,89,0,
635753353205331615,Townhouse in Seattle · 2 bedrooms · 3 beds · 1 bath,390701076,Talya,Lake City,Cedar Park,47.71654,-122.29253,Entire home/apt,130,30,1,2022-07-21,0.09,2,343,1,
754589021558502614,Rental unit in Seattle · Studio · 2 beds · 1 bath,486668676,Adal,Rainier Valley,Dunlap,47.52157,-122.26451,Entire home/apt,70,30,0,,,1,158,0,
41217535,Home in Seattle · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,145720154,Chima,Rainier Valley,Brighton,47.54003,-122.27492,Private room,87,1,7,2022-12-01,0.18,15,4,4,
17569942,Guest suite in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,113731151,Mike And Lori,West Seattle,Genesee,47.56614,-122.37526,Entire home/apt,122,2,180,2023-06-18,2.37,1,58,17,STR-OPLI-19-001933
47583248,Home in Seattle · ★4.86 · 2 bedrooms · 4 beds · 1 bath,204886779,Jennifer,Magnolia,Lawton Park,47.65659,-122.39312,Entire home/apt,162,2,43,2023-06-05,1.47,11,31,17,STR-OPLI-20-001146
801777974580079167,Home in Seattle · ★5.0 · 5 bedrooms · 5 beds · 2 baths,458295751,Emma,Central Area,Minor,47.6105921342514,-122.30642744622457,Entire home/apt,389,3,14,2023-06-19,2.88,11,101,14,STR-OPLI-23-000058
52086672,Home in Seattle · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1247007,Alex,Lake City,Matthews Beach,47.71347,-122.29004,Entire home/apt,154,7,26,2023-05-15,1.31,3,279,18,STR-OPLI-21-000990
25427908,Home in Seattle · ★4.74 · 2 bedrooms · 2 beds · 2 baths,5269812,Rachel,Rainier Valley,Columbia City,47.55753,-122.2903,Entire home/apt,207,2,108,2023-06-21,1.77,2,62,20,STR-OPLI-19-002694
762431961365940371,Home in Seattle · Studio · 1 bed · 1 bath,190507384,Cherry,Capitol Hill,Portage Bay,47.64198,-122.32278,Private room,79,10,0,,,51,323,0,
53484133,Townhouse in Seattle · ★4.50 · 3 bedrooms · 3 beds · 2.5 baths,139011270,Lakshmi,Rainier Valley,Mount Baker,47.57272,-122.29341,Entire home/apt,125,3,4,2022-08-07,0.22,1,3,2,STR-OPLI-21-001253
762432582588665527,Home in Seattle · 1 bedroom · 1 bed · 1 bath,379735904,Mimi,Cascade,Eastlake,47.64236,-122.32493,Private room,69,10,0,,,24,284,0,
574641106939923823,Townhouse in Seattle · ★4.20 · 3 bedrooms · 3 beds · 2 baths,446539146,Vacasa Washington,Other neighborhoods,Georgetown,47.54281,-122.32012,Entire home/apt,191,2,10,2023-06-11,0.80,21,348,9,STR-OPLI-19-001887
42081811,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Downtown,Pioneer Square,47.5978181,-122.3330053,Entire home/apt,152,31,1,2020-11-10,0.03,398,333,0,
14217071,Rental unit in Seattle · ★4.04 · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,47.6584,-122.31743,Entire home/apt,128,30,23,2022-09-18,0.28,118,160,8,STR-OPLI-19-002570
20474868,Home in Seattle · 3 bedrooms · 4 beds · 3 baths,5961811,Thaddaeus,Other neighborhoods,Ravenna,47.6781,-122.30533,Entire home/apt,446,10,1,2022-11-28,0.14,2,0,1,STR-OPLI-21-000625
9098494,Townhouse in Seattle · ★4.73 · 3 bedrooms · 2 beds · 2.5 baths,3712110,Sheeba,West Seattle,Genesee,47.56479,-122.38799,Entire home/apt,125,30,53,2022-11-14,0.57,1,0,2,STR-OPLI-19-000253
21886733,Home in Seattle · ★4.33 · 4 bedrooms · 4 beds · 4 baths,73484597,Lee,Rainier Valley,Brighton,47.53362,-122.2772,Private room,800,1,6,2022-07-17,0.12,15,275,1,STR-OPLI-19-001223
638979576322689649,Home in Seattle · 1 bedroom · 2 beds · 1 shared bath,145720154,Chima,Rainier Valley,Mount Baker,47.56869,-122.28552,Private room,99,1,1,2022-08-03,0.09,15,0,1,
50709546,Rental unit in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 bath,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58518,-122.31723,Entire home/apt,130,20,19,2023-05-02,0.80,2,2,10,STR-OPLI-19-001128
50941340,Guest suite in Seattle · ★4.75 · 1 bedroom · 2 beds · 1 bath,44949379,Keith And Audrey,Rainier Valley,Dunlap,47.52979,-122.2791,Entire home/apt,91,1,73,2022-11-17,3.15,1,0,35,STR-OPLI-19-002452
668371365830096336,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,47.62245,-122.35863,Entire home/apt,85,30,0,,,97,0,0,
609702237286233229,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,47.62255,-122.35948,Entire home/apt,85,30,0,,,97,0,0,
630050061027229475,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Downtown,Pioneer Square,47.59743,-122.33086,Entire home/apt,128,30,0,,,97,0,0,
633903239670647352,Townhouse in Seattle · 2 bedrooms · 2 beds · 1.5 baths,20439734,Sarah,Ballard,Loyal Heights,47.67978,-122.37678,Entire home/apt,300,3,2,2022-07-10,0.17,2,0,2,STR-OPLI-22-000853
801589413915228052,Home in Seattle · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,484451588,Julia,University District,University District,47.66289551641244,-122.31150507479109,Private room,31,1,3,2023-02-06,0.57,6,0,3,
33224279,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,15502197,Kimberley,Central Area,Minor,47.6035,-122.31331,Private room,123,1,15,2023-05-18,0.30,12,89,6,
31562982,Rental unit in Seattle · ★4.96 · 1 bedroom · 2 beds · 1 bath,236572187,Karen,Queen Anne,East Queen Anne,47.629056359900346,-122.34479845866917,Entire home/apt,189,3,117,2023-06-06,2.20,3,51,23,STR-OPLI-19-001296
35522201,Rental unit in Seattle · ★4.28 · 2 bedrooms · 3 beds · 1 bath,79402947,The Turtle House,Other neighborhoods,Green Lake,47.67904,-122.32385,Entire home/apt,164,30,18,2023-03-27,0.38,1,327,2,STR-OPLI-22-776428
549689901098939419,Rental unit in Seattle · ★4.50 · 2 bedrooms · 2 beds · 1 bath,3074414,Melissa,Other neighborhoods,Fremont,47.65521,-122.34573,Entire home/apt,165,30,12,2022-09-25,0.83,118,124,8,STR-OPLI-19-000157
19989622,Rental unit in Seattle · Studio · 1 bed · 1 bath,3074414,Melissa,University District,University District,47.66491,-122.31343,Entire home/apt,131,30,1,2018-06-11,0.02,118,89,0,
41483141,Townhouse in Seattle · ★4.50 · 2 bedrooms · 2 beds · 2 baths,177435971,Jianhua,Capitol Hill,Broadway,47.62539,-122.32041,Entire home/apt,237,1,4,2023-06-19,2.55,2,347,4,STR-OPLI-23-000401
918100491092767185,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,141688566,Mt. Baker Home,Rainier Valley,Mount Baker,47.58349,-122.29634,Private room,104,1,0,,,4,361,0,str-opli-19-002899
753843817288458839,Serviced apartment in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Cascade,Eastlake,47.64072,-122.32331,Private room,72,30,1,2023-02-28,0.25,56,324,1,
823321871155411666,Rental unit in Seattle · ★4.94 · Studio · 1 bed · 1 bath,58098050,Arjan,Capitol Hill,Broadway,47.61717675668443,-122.31620270407258,Entire home/apt,165,2,17,2023-06-13,4.68,2,297,17,STR-OPLI-23-000270
836313101121072934,Condo in Seattle · 1 bedroom · 1 bed · 1 bath,18062498,Sarah,Capitol Hill,Broadway,47.62368644119685,-122.32856891566593,Entire home/apt,101,30,0,,,1,110,0,
735477745750029165,Home in Seattle · ★4.77 · 2 bedrooms · 2 beds · 1 bath,265932157,Malya,Beacon Hill,North Beacon Hill,47.58246,-122.30466,Entire home/apt,138,2,53,2023-06-18,6.68,1,23,53,STR-OPLI-22-001037
759588243702451749,Townhouse in Seattle · ★4.83 · 2 bedrooms · 3 beds · 2.5 baths,65158746,Bryan,West Seattle,Fairmount Park,47.55864,-122.38156,Entire home/apt,181,2,12,2023-04-24,2.01,7,102,12,STR-OPLI-22-001835
643033042875397852,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,263502162,Landing,Downtown,Pioneer Square,47.59826,-122.33387,Entire home/apt,362,30,0,,,97,4,0,
684763984751715001,Villa in Seattle · ★5.0 · 3 bedrooms · 2 beds · 2 baths,92857645,Ivo,Queen Anne,Lower Queen Anne,47.627542500326456,-122.3504054,Entire home/apt,350,3,8,2023-01-23,1.04,1,106,8,STR-OPLI-22-001363
5680462,Home in Seattle · ★4.93 · 6 bedrooms · 12 beds · 3.5 baths,22372266,Sarah,Queen Anne,West Queen Anne,47.63812,-122.36558,Entire home/apt,1028,3,122,2023-04-28,1.25,1,106,10,STR-OPLI-20-001238
23523959,Rental unit in Seattle · ★4.11 · Studio · 4 beds · 1 bath,3074414,Melissa,University District,University District,47.66298,-122.31444,Entire home/apt,126,30,9,2022-08-21,0.39,118,156,1,STR-OPLI-19-002641
4892357,Home in Seattle · ★4.33 · 1 bedroom · 1 bed · 1 bath,149902,Robert,Central Area,Madrona,47.61752,-122.2934,Entire home/apt,71,31,6,2022-10-01,0.06,1,138,1,
565029731687296131,Guesthouse in Seattle · ★4.89 · 2 bedrooms · 3 beds · 1 bath,11640857,Kristi,Other neighborhoods,Greenwood,47.68535,-122.34769,Entire home/apt,255,3,38,2023-06-19,2.43,2,55,31,STR-OPLI-19-001159
53242934,Home in Seattle · ★4.93 · 3 bedrooms · 3 beds · 2 baths,78200046,Rachel,Central Area,Madrona,47.61652,-122.29444,Entire home/apt,192,2,15,2023-05-29,0.90,2,11,11,STR-OPLI-22-000061
53015126,Home in Seattle · ★4.91 · 4 bedrooms · 5 beds · 2 baths,429183738,Daniel,Queen Anne,North Queen Anne,47.64799499511719,-122.3562240600586,Entire home/apt,375,2,23,2023-06-04,1.20,2,208,15,STR-OPLI-19-003273
863011386127444012,Home in Seattle · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,477279461,Jen,Other neighborhoods,Fremont,47.663101757382556,-122.3479627848739,Private room,52,2,5,2023-05-16,1.95,22,3,5,
722495215455035858,Guest suite in Seattle · ★4.35 · 1 bedroom · 3 beds · 1 bath,432619069,Guadalupe,Other neighborhoods,Wallingford,47.65632,-122.33974,Entire home/apt,153,1,17,2023-06-13,1.96,1,128,17,STR-OPLI-21-001317
598474251054229327,Rental unit in Seattle · ★4.69 · 2 bedrooms · 3 beds · 1 bath,449870098,Jennifer,Other neighborhoods,Phinney Ridge,47.68165,-122.35981,Entire home/apt,177,1,26,2023-05-27,1.86,1,96,22,STR-OPLI-19-003055
22106598,Townhouse in Seattle · ★4.67 · 3 bedrooms · 4 beds · 3.5 baths,3521745,Alex,Central Area,Leschi,47.59351,-122.2959,Entire home/apt,180,30,3,2023-02-19,0.15,1,302,1,STR-OPLI-19-002823
46551469,Condo in Seattle · ★4.96 · 1 bedroom · 2 beds · 1 bath,86157147,Lyle,Downtown,Belltown,47.61847,-122.3458,Entire home/apt,178,3,111,2023-06-09,3.86,18,29,39,STR-OPLI-20-001187
801590140059407174,Home in Seattle · 1 bedroom · 1 bed · 1 shared bath,87628993,Kunaal,Northgate,North College Park,47.702505024812766,-122.3427264104552,Private room,75,30,0,,,18,73,0,
889244293256888422,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,36752271,Samantha,Rainier Valley,Rainier Beach,47.51049,-122.24104,Private room,34,32,0,,,2,338,0,
20948220,Rental unit in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,2013576,Lee,Other neighborhoods,Georgetown,47.54584,-122.32021,Entire home/apt,149,2,449,2023-06-22,6.39,5,307,126,STR-OPLI-19-002144
663691496997998238,Rental unit in Seattle · ★4.55 · 2 bedrooms · 2 beds · 1.5 baths,487344448,Ricardo,West Seattle,Alki,47.56996,-122.40915,Entire home/apt,136,2,53,2023-06-15,4.54,16,3,53,STR-OPLI-22-000263
51329351,Townhouse in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 private bath,415709037,Quang,Magnolia,Lawton Park,47.65998,-122.40072,Private room,119,2,44,2023-05-29,1.92,1,62,18,
868881536826884978,Home in Seattle · ★New · 1 bedroom · 1 bed · 1 shared bath,23883938,Chaesun,Other neighborhoods,Green Lake,47.687262797786566,-122.33668217442415,Private room,99,1,1,2023-05-08,0.63,4,222,1,
36111871,Boutique hotel in Seattle · ★5.0 · 1 bedroom · 3 beds · 1 private bath,270104354,The Maxwell Hotel,Queen Anne,Lower Queen Anne,47.62566,-122.35085,Private room,175,1,7,2022-10-17,0.21,7,0,2,Exempt
787922358334505992,Home in Seattle · 2 bedrooms · 2 beds · 1 bath,7435040,Vacation Rental LLC,Northgate,Haller Lake,47.7226,-122.33556,Entire home/apt,153,1,1,2023-05-31,1,17,287,1,STR-OPLI-19-003321
27107417,Home in Seattle · ★5.0 · 6 bedrooms · 7 beds · 4 baths,111772553,Hellen,Other neighborhoods,Ravenna,47.67579,-122.31122,Entire home/apt,499,30,9,2022-08-19,0.17,3,339,1,STR-OPLI-19-002446
673505940380037783,Guest suite in Seattle · ★5.0 · 2 bedrooms · 4 beds · 1 bath,3355821,Iris,Lake City,Matthews Beach,47.70398,-122.27684,Entire home/apt,133,2,18,2023-06-19,1.76,1,177,18,STR-OPLI-21-001229
24734607,Guest suite in Seattle · ★4.53 · 1 bedroom · 1 bed · 1 bath,7060991,Alice,Magnolia,Lawton Park,47.65965,-122.39972,Entire home/apt,77,30,57,2023-02-01,0.95,2,311,4,7003/600027669-001-0001
782524736072408451,Home in Seattle · ★4.88 · 2 bedrooms · 2 beds · 2.5 baths,384183408,Kyle,West Seattle,Alki,47.5861604,-122.3971887,Entire home/apt,340,2,17,2023-05-29,3.17,2,311,17,STR-OPLI-22-001996
35915436,Cottage in Seattle · ★4.99 · 2 bedrooms · 2 beds · 2 baths,270147913,Cj,Other neighborhoods,Green Lake,47.67061,-122.33851,Entire home/apt,239,3,182,2023-06-23,3.83,1,10,51,STR-OPLI-19-000666
50417172,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 1 bath,1012040,Andrea,Seward Park,Seward Park,47.55463,-122.26679,Entire home/apt,250,5,3,2022-08-19,0.21,1,28,2,STR-OPLI-22-000577
552273074454381273,Home in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,125158710,Mingxia,University District,University District,47.67223,-122.31894,Private room,54,2,36,2023-06-18,2.15,7,302,32,
132120,Rental unit in Seattle · ★4.68 · 1 bedroom · 1 bed · 1 bath,378445,Ralph,Other neighborhoods,Wallingford,47.66938,-122.33516,Entire home/apt,75,30,126,2020-08-03,0.86,1,175,0,STR-OPLI-19-001229
2693700,Guest suite in Seattle · ★4.92 · Studio · 1 bed · 1 bath,13786376,Manuela,Other neighborhoods,Fremont,47.65456,-122.3594,Entire home/apt,154,2,561,2023-06-10,5.09,1,270,72,STR-OPLI-19-001716
872306718009401116,Home in Seattle · ★New · 6 bedrooms · 6 beds · 3 baths,510522525,Sherry,Beacon Hill,South Beacon Hill,47.5358852,-122.288879,Entire home/apt,377,2,1,2023-06-19,1,7,263,1,STR-OPLI-22-000704
543708837119908602,Home in Seattle · 5 bedrooms · 6 beds · 3.5 baths,75299872,Courtney,Central Area,Leschi,47.60527,-122.28329,Entire home/apt,1400,30,0,,,1,163,0,
686524908106441048,Home in Seattle · ★4.86 · 3 bedrooms · 5 beds · 2 baths,15740459,Kenny,Central Area,Leschi,47.596809578252575,-122.29075860232115,Entire home/apt,241,1,23,2023-06-22,2.57,2,0,23,STR-OPLI-19-000481
23676152,Home in Seattle · ★4.83 · 3 bedrooms · 5 beds · 1.5 baths,22840181,Samantha,Other neighborhoods,Wallingford,47.6542,-122.33876,Entire home/apt,179,2,70,2023-06-19,1.10,3,76,25,STR-OPLI-19-002169
53357797,Guesthouse in Seattle · ★5.0 · 1 bedroom · 2 beds · 1 bath,9954433,Alex & Natalie,West Seattle,Seaview,47.55738,-122.39464,Entire home/apt,198,5,39,2023-06-14,3.33,1,129,39,STR-OPLI-22-001142
54151911,Home in Seattle · ★4.89 · 1 bedroom · 1 bed · 1 bath,439023898,Kim,Ballard,Loyal Heights,47.67788,-122.38992,Entire home/apt,126,2,46,2023-06-22,3.17,1,308,35,STR-OPLI-22-000615
41687014,Guesthouse in Seattle · Studio · 1 bed · 1 bath,208594257,Mark,Other neighborhoods,Greenwood,47.68529,-122.34753,Entire home/apt,140,30,1,2020-03-01,0.02,2,112,0,
848143992617706000,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,180618307,Alan,Delridge,North Delridge,47.56668,-122.36214,Entire home/apt,130,2,9,2023-06-19,3.86,2,133,9,STR-OPLI-23-000334
848649383744353141,Home in Seattle · ★4.80 · 3 bedrooms · 3 beds · 2 baths,20041587,Jacob And Jackie,Ballard,Adams,47.67431,-122.38641,Entire home/apt,276,2,10,2023-06-12,4.00,2,80,10,STR-OPLI-23-000253
740926401543168215,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,263502162,Landing,Queen Anne,Lower Queen Anne,47.62454,-122.34826,Entire home/apt,166,30,0,,,97,329,0,
20666810,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2 baths,14107195,Jean-Sébastien,Other neighborhoods,Fremont,47.65597,-122.35122,Entire home/apt,540,3,11,2023-06-23,0.16,4,45,4,STR-OPLI-19-001250
23787402,Home in Seattle · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,42532112,Wendy,Central Area,Minor,47.61115,-122.31332,Private room,88,19,3,2022-09-13,0.08,2,305,1,
1114695,Home in Seattle · ★4.79 · 3 bedrooms · 1 bed · 2.5 baths,165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,468,5,79,2023-01-30,0.65,4,133,4,STR-OPLI-19-001606
16000287,Rental unit in Seattle · ★4.60 · 2 bedrooms · 3 beds · 1 bath,1548003,Michael,Capitol Hill,Stevens,47.61823,-122.30891,Entire home/apt,170,2,245,2023-06-19,3.12,4,293,38,STR-OPLI-19-002906
679809004334717843,Condo in Seattle · ★4.62 · 1 bedroom · 1 bed · 1 bath,11715008,Jeff,Downtown,First Hill,47.61304,-122.32898,Entire home/apt,162,1,60,2023-06-18,7.00,5,302,60,STR-OPLI-19-002295
44197192,Rental unit in Seattle · ★4.58 · 1 bedroom · 1 bath,32689598,Lori,Capitol Hill,Broadway,47.62176,-122.32555,Entire home/apt,200,30,12,2023-05-31,0.35,2,302,3,
641233674665863024,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,104834083,Vacasa Washington,Other neighborhoods,Wallingford,47.66364080088523,-122.34137080201954,Entire home/apt,336,2,5,2022-09-15,0.42,52,357,5,STR-OPLI-22-000832
49452065,Home in Seattle · 2 bedrooms · 2 beds · 1 bath,6264662,Crystal,Other neighborhoods,Fremont,47.65597286803405,-122.3469078125743,Entire home/apt,117,7,0,,,1,123,0,STR-OPLI-23-000544
49552731,Home in Seattle · ★4.94 · 1 bedroom · 2 beds · 1 private bath,399759096,Andrew,Central Area,Minor,47.6087,-122.30902,Private room,87,1,145,2023-05-31,5.59,4,5,50,
34976744,Home in Seattle · ★4.76 · 2 bedrooms · 2 beds · 2.5 baths,212826084,Vacasa Washington,Other neighborhoods,Fremont,47.66085,-122.34491,Entire home/apt,282,2,17,2021-12-30,0.35,2,365,0,STR-OPLI-23-000694
10773688,Townhouse in Seattle · ★4.81 · 3 bedrooms · 3 beds · 2.5 baths,22764472,Krystal,Beacon Hill,North Beacon Hill,47.58762,-122.31519,Entire home/apt,299,2,176,2023-06-22,1.98,1,289,26,STR-OPLI-19-000221
17658016,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 2 baths,72574170,Michael,Capitol Hill,Broadway,47.62459,-122.31957,Entire home/apt,365,2,359,2023-06-17,4.72,1,166,71,STR-OPLI-19-000777
839631214053385127,Home in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2 baths,10788892,Peter,Central Area,Atlantic,47.59753322399681,-122.30947680080057,Entire home/apt,213,2,5,2023-06-03,1.69,1,273,5,STR-OPLI-22-001112
542645934247569331,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Capitol Hill,Broadway,47.61483990000001,-122.3241666,Entire home/apt,158,31,1,2022-03-07,0.06,398,327,0,
16873284,Loft in Seattle · ★4.93 · 2 bedrooms · 3 beds · 1 bath,49728425,Hobie,Other neighborhoods,Industrial District,47.5943,-122.32573,Entire home/apt,350,180,105,2019-08-26,1.37,1,179,0,
51812391,Rental unit in Seattle · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Cascade,South Lake Union,47.623719,-122.3359958,Entire home/apt,207,31,0,,,398,315,0,
646118471051714052,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Cascade,South Lake Union,47.6201637,-122.3329756,Entire home/apt,132,31,0,,,398,315,0,
47844989,Guesthouse in Seattle · ★4.57 · Studio · 1 bed · 1 bath,385633049,Vijya,Capitol Hill,Broadway,47.62593,-122.31946,Entire home/apt,82,30,30,2023-03-19,1.04,1,83,4,STR-OPLI-01-014088
13030215,Rental unit in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,32861554,Nancy,Capitol Hill,Broadway,47.62438,-122.31316,Entire home/apt,150,3,83,2022-09-07,0.97,1,15,10,STR-OPLI-21-000192
11619498,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 1 bath,10013531,Cate,Capitol Hill,Broadway,47.62294,-122.31655,Entire home/apt,145,30,153,2023-05-17,1.76,5,227,2,
643218863738225965,Rental unit in Seattle · Studio · 1 bed · 1 bath,107434423,Blueground,Cascade,South Lake Union,47.61985139999999,-122.3341359,Entire home/apt,167,31,1,2023-02-26,0.25,398,320,1,
47354247,Guest suite in Seattle · ★4.92 · 1 bedroom · 1 bed · 1 bath,37737562,Gabriel,Capitol Hill,Broadway,47.61626434326172,-122.31304168701172,Entire home/apt,144,2,147,2023-06-21,5.34,1,80,64,STR-OPLI-21-000164
