id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
826799803753687707,Townhouse in Seattle · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,11077739,Aaron,Central Area,Leschi,47.59226952105175,-122.29542860602942,Entire home/apt,245,1,4,2023-06-18,4,1,286,4,STR-OPLI-23-000198
736364729049920996,Home in Seattle · ★4.88 · 2 bedrooms · 3 beds · 2 baths,398317720,Joanne,Other neighborhoods,Fremont,47.65804,-122.3513,Entire home/apt,247,1,26,2023-06-08,3.10,53,118,26,STR-OPLI-22-001491
5991734,Guesthouse in Seattle · ★4.87 · Studio · 1 bed · 1 bath,23169254,Jessica,West Seattle,North Admiral,47.57591,-122.3965,Entire home/apt,115,1,356,2023-06-07,3.62,1,116,53,STR-OPLI-19-000891
22630322,Bungalow in Seattle · ★4.98 · 2 bedrooms · 3 beds · 2 baths,51002035,Ryan,Rainier Valley,Brighton,47.54217,-122.28135,Entire home/apt,350,2,41,2023-06-11,0.63,6,14,4,STR-OPLI-19-002158
679749080187524503,Home in Seattle · ★4.74 · 5 bedrooms · 7 beds · 2 baths,54812088,Seattle Vacation Home,Capitol Hill,Stevens,47.62581,-122.29681,Entire home/apt,344,1,27,2023-06-19,2.56,49,206,27,STR-OPLI-22-000787
669786733051933767,Guest suite in Seattle · ★4.91 · 2 bedrooms · 2 beds · 1 bath,88924123,Alexandra,Queen Anne,Lower Queen Anne,47.62693,-122.35306,Entire home/apt,143,2,46,2023-06-18,5.33,1,251,46,STR-OPLI-20-001271
897258882456340377,Rental unit in Seattle · ★New · 1 bedroom · 1 bed · 1 bath,429406490,Natalie,Rainier Valley,Columbia City,47.55924,-122.27908,Private room,52,30,0,,,1,139,0,
31623201,Home in Seattle · ★4.98 · 2 bedrooms · 2 beds · 1 bath,15784748,Teresa,Other neighborhoods,Fremont,47.66132,-122.35001,Entire home/apt,276,2,110,2023-05-10,2.04,1,228,20,STR-OPLI-19-002224
49985205,Rental unit in Seattle · ★4.69 · 3 bedrooms · 3 beds · 1 bath,3752499,Donna,Other neighborhoods,Fremont,47.64988,-122.34728,Entire home/apt,176,2,77,2023-06-09,3.19,2,281,41,STR-OPLI-19-001314
40701591,Home in Seattle · ★4.94 · 4 bedrooms · 6 beds · 3 baths,150488044,Toni Marie,Queen Anne,West Queen Anne,47.63689,-122.36866,Entire home/apt,382,1,105,2023-06-19,2.47,3,145,26,STR-OPLI-19-002812
826051441297739660,Home in Seattle · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,125158710,Mingxia,University District,University District,47.67156696505464,-122.31837089815821,Private room,50,2,11,2023-06-23,3.71,7,152,11,
747962095203989899,Home in Seattle · ★4.54 · 3 bedrooms · 3 beds · 2 baths,152087785,Kaela,Delridge,Riverview,47.54968,-122.35958,Entire home/apt,250,2,13,2023-06-18,1.85,1,278,13,STR-OPLI-22-001627
544422745288935889,Guesthouse in Seattle · ★5.0 · 2 bedrooms · 3 beds · 1 bath,441398074,Karla,Other neighborhoods,Fremont,47.65749,-122.35685,Entire home/apt,224,1,127,2023-06-19,7.92,2,130,95,STR-OPLI-22-000235
711160019167974737,Townhouse in Seattle · ★4.98 · 4 bedrooms · 5 beds · 3.5 baths,25110157,Eva And Sid,Queen Anne,East Queen Anne,47.6383354,-122.3439489,Entire home/apt,583,2,40,2023-06-13,4.21,24,149,40,STR-OPLI-20-000274
52640462,Bed and breakfast in Seattle · 1 bedroom · 1 bed · 1 shared bath,425937581,Ryan,Capitol Hill,Broadway,47.61767,-122.31423,Private room,351,1,0,,,7,35,0,
36471906,Guest suite in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,3279732,Stacy,Ballard,Adams,47.66888,-122.39222,Entire home/apt,146,1,235,2023-06-14,4.89,1,39,61,STR-OPLI-19-002614
557358873333416084,Guest suite in Seattle · ★4.75 · 1 bedroom · 2 beds · 1 bath,1619557,Jema,Other neighborhoods,Fremont,47.66307,-122.35787,Entire home/apt,149,3,36,2023-06-19,2.24,1,36,26,STR-OPLI-22-000321
39949725,Boutique hotel in Seattle · ★4.89 · 1 bedroom · 1 bed · 0 shared baths,98049500,Robert,University District,University District,47.65668,-122.31194,Private room,146,1,84,2023-05-24,1.96,7,92,16,Exempt
27464173,Rental unit in Seattle · ★4.87 · 2 bedrooms · 3 beds · 1 bath,20041587,Jacob And Jackie,Other neighborhoods,Fremont,47.65561,-122.35781,Entire home/apt,191,2,172,2023-05-29,2.90,2,60,24,STR-OPLI-19-002742
880844966415476806,Home in Seattle · ★New · 3 bedrooms · 5 beds · 2 baths,155610009,Shui Guang,Queen Anne,East Queen Anne,47.64032985034335,-122.34474711120129,Entire home/apt,421,2,1,2023-06-04,1,2,322,1,STR-OPLI-23-000577
4484426,Condo in Seattle · ★4.38 · 2 bedrooms · 2 beds · 2 baths,3074414,Melissa,University District,University District,47.66434,-122.30306,Entire home/apt,130,30,39,2022-05-25,0.40,118,100,0,STR-OPLI-19-002641
2976798,Home in Seattle · ★4.92 · 1 bedroom · 4 beds · 1 shared bath,2066223,Patricia,Other neighborhoods,Wallingford,47.65491,-122.32722,Private room,65,2,281,2023-06-22,2.74,1,12,38,
53371373,Townhouse in Seattle · ★4.55 · 3 bedrooms · 4 beds · 3.5 baths,353152177,Plushy,Delridge,North Delridge,47.56517,-122.36945,Entire home/apt,251,30,20,2023-06-05,1.05,2,326,12,STR-OPLI-19-002018
52368612,Guesthouse in Seattle · ★4.51 · Studio · 2 beds · 1 bath,340706410,Vince,Ballard,Whittier Heights,47.67973,-122.36636,Entire home/apt,121,1,150,2023-06-19,7.04,43,318,75,STR-OPLI-20-000869
54128002,Townhouse in Seattle · ★4.98 · 3 bedrooms · 5 beds · 2.5 baths,438803462,Danni,Other neighborhoods,Fremont,47.663372,-122.352074,Entire home/apt,299,2,59,2023-06-11,4.11,1,63,49,STR-OPLI-22-000425
753841636123637928,Home in Seattle · 2 bedrooms · 2 beds · 1 bath,484899828,Amy,Capitol Hill,Stevens,47.62651,-122.29973,Entire home/apt,114,10,0,,,56,306,0,STR-OPLI-22-001806
856120772517053096,Home in Seattle · 3 bedrooms · 5 beds · 1 bath,141688566,Mt. Baker Home,Rainier Valley,Mount Baker,47.584361845056854,-122.29466972357025,Entire home/apt,249,1,0,,,4,346,0,STR-OPLI-19-002899
45712983,Rental unit in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 private bath,22987830,Natalia,Capitol Hill,Broadway,47.61801,-122.31826,Private room,115,2,57,2023-06-12,2.26,2,30,29,
895862171206114243,Home in Seattle · ★New · 2 bedrooms · 2 beds · 2 baths,484453762,Julia,University District,University District,47.663,-122.31014,Private room,106,1,0,,,27,177,0,
577037407651375210,Home in Seattle · ★4.75 · 4 bedrooms · 4 beds · 3 baths,7697679,Debby,Other neighborhoods,Wallingford,47.65952,-122.33268,Entire home/apt,210,2,4,2023-06-11,0.31,2,278,3,STR-OPLI-19-001224
23699002,Home in Seattle · ★4.76 · 7 bedrooms · 13 beds · 3 baths,54812088,Seattle Vacation Home,Capitol Hill,Montlake,47.63652,-122.30155,Entire home/apt,579,30,42,2022-02-27,0.70,49,362,0,
649676913257286037,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Ballard,West Woodland,47.6691993,-122.3740343,Entire home/apt,143,31,0,,,398,320,0,
19785981,Home in Seattle · ★4.54 · 2 bedrooms · 2 beds · 2 baths,138924514,Vacasa Washington,Other neighborhoods,Fremont,47.66124,-122.35239,Entire home/apt,306,30,28,2022-02-25,0.45,13,365,0,STR-OPLI-19-003474
9419,Rental unit in Seattle · ★4.70 · 1 bedroom · 2 beds · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,70,2,181,2023-06-15,1.15,9,347,24,
20851050,Guest suite in Seattle · ★4.87 · 1 bedroom · 3 beds · 1 bath,2108395,Tracy,Other neighborhoods,Phinney Ridge,47.66332,-122.35701,Entire home/apt,95,2,116,2023-06-09,1.65,1,207,20,STR-OPLI-19-002589
14696993,Guesthouse in Seattle · ★4.88 · 1 bedroom · 1 bed · 1 bath,13786062,Lucy,Other neighborhoods,Wallingford,47.66762,-122.33086,Entire home/apt,120,3,278,2023-06-19,3.36,2,73,24,STR-OPLI-19-001626
48531825,Home in Seattle · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,158764973,Shiwen,Other neighborhoods,Wallingford,47.65494,-122.32774,Private room,67,1,112,2023-06-05,4.79,3,27,77,
19149347,Condo in Seattle · ★4.19 · 2 bedrooms · 2 beds · 2 baths,3074414,Melissa,University District,University District,47.66485,-122.30468,Entire home/apt,175,30,21,2021-12-12,0.29,118,68,0,STR-OPLI-19-002570
768197818908047221,Rental unit in Seattle · 1 bedroom · 1 bed · 1 shared bath,128257036,Mai,University District,University District,47.66236199999999,-122.3199041,Private room,40,30,0,,,1,214,0,
753839853704080183,Home in Seattle · 1 bedroom · 1 bed · 1 bath,484899828,Amy,Capitol Hill,Montlake,47.64087,-122.32278,Private room,72,10,0,,,56,318,0,
904589818268582962,Home in Seattle · ★New · 2 bedrooms · 2 beds · 2 baths,111813201,Vacasa Washington,Other neighborhoods,Roosevelt,47.68779,-122.318,Entire home/apt,205,30,0,,,6,365,0,
14711760,Rental unit in Seattle · ★4.91 · 2 bedrooms · 3 beds · 1 bath,87816533,Stefan,Central Area,Minor,47.60427,-122.30702,Entire home/apt,132,4,223,2023-06-18,2.71,2,30,32,STR-OPLI-19-000983
42065596,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Cascade,South Lake Union,47.6328988,-122.3258731,Entire home/apt,222,31,0,,,398,226,0,
31321961,Guest suite in Seattle · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,56004960,Andrew,Other neighborhoods,Wallingford,47.66644,-122.33544,Private room,62,30,30,2023-03-05,0.56,11,116,4,
753851196482326252,Home in Seattle · 1 bedroom · 1 bed · 1 bath,190507384,Cherry,Capitol Hill,Stevens,47.62836,-122.30098,Entire home/apt,164,7,1,2023-01-05,0.18,51,309,1,STR-OPLI-22-001786
687073156430557332,Townhouse in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 private bath,42606015,Dan,Other neighborhoods,Roosevelt,47.68063,-122.31465,Private room,70,1,53,2023-06-21,5.87,1,77,53,
49932835,Guest suite in Seattle · ★4.93 · 2 bedrooms · 2 beds · 2 baths,13079767,Christopher,Other neighborhoods,Fremont,47.65515,-122.35941,Entire home/apt,229,5,29,2022-12-11,1.20,2,48,16,STR-OPLI-21-000411
53275900,Home in Seattle · ★4.65 · 2 bedrooms · 2 beds · 1 bath,400489936,Allen Lu,Other neighborhoods,Bryant,47.66456,-122.2846,Entire home/apt,164,1,63,2023-06-19,3.24,6,133,33,STR-OPLI-22-001505
5362889,Condo in Seattle · ★4.80 · 2 bedrooms · 2 beds · 2 baths,27322459,Drew,Queen Anne,Lower Queen Anne,47.62092,-122.35752,Entire home/apt,136,30,248,2023-01-14,2.47,2,161,4,
732717115244390277,Home in Seattle · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2921158,Nandita,Queen Anne,North Queen Anne,47.644918539256196,-122.36342886556662,Entire home/apt,214,1,20,2023-06-15,4.51,2,108,20,STR-OPLI-22-001928
52759499,Rental unit in Seattle · ★4.84 · Studio · 2 beds · 1 bath,59626676,Michael,Capitol Hill,Broadway,47.61849,-122.32456,Entire home/apt,117,1,124,2023-06-13,6.14,4,142,72,STR-OPLI-21-000966
3022308,Rental unit in Seattle · ★3.63 · 1 bedroom · 1 bath,3074414,Melissa,University District,University District,47.6647,-122.30345,Entire home/apt,117,30,8,2022-09-03,0.07,118,33,2,
52625341,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Beacon Hill,North Beacon Hill,47.5794979,-122.3005749,Entire home/apt,133,31,1,2022-06-25,0.08,398,365,1,
17514702,Home in Seattle · ★4.74 · 4 bedrooms · 5 beds · 2 baths,118738966,Trung,Northgate,Maple Leaf,47.69654,-122.31241,Entire home/apt,203,3,38,2023-06-19,0.50,2,346,3,STR-OPLI-19-001130
643861675639592204,Rental unit in Seattle · ★4.56 · 1 bedroom · 2 beds · 1 bath,461777855,Vivian,Capitol Hill,Broadway,47.61939,-122.32446,Entire home/apt,139,1,59,2023-06-03,4.69,4,30,54,STR-OPLI-19-002201
636207948442317758,Home in Seattle · ★4.89 · 3 bedrooms · 4 beds · 2 baths,459759856,Ruben,Beacon Hill,Mid-Beacon Hill,47.55371,-122.31023,Entire home/apt,263,2,27,2023-06-19,2.14,3,317,25,STR-OPLI-22-000972
27882226,Rental unit in Seattle · ★4.33 · 2 bedrooms · 3 beds · 1 bath,137392202,Kevin,Rainier Valley,Dunlap,47.52925,-122.27213,Entire home/apt,132,3,27,2023-04-30,0.46,2,139,1,STR-OPLI-23-000460
53982442,Condo in Seattle · ★4.0 · Studio · 1 bed · 1 bath,408827219,Frances,University District,University District,47.65836,-122.32028,Entire home/apt,89,2,7,2023-06-18,0.79,1,291,7,STR-OPLI-22-001614
52170713,Home in Seattle · ★4.68 · Studio · 1 bed · 1 private bath,340706410,Vince,Ballard,Whittier Heights,47.67913,-122.37665,Private room,106,1,73,2023-05-17,3.50,43,324,32,STR-OPLI-22-001819
50252799,Home in Seattle · ★5.0 · 2 bedrooms · 3 beds · 1 bath,13080211,Sarah,Rainier Valley,Columbia City,47.56292,-122.29028,Entire home/apt,105,30,3,2023-03-25,0.25,1,34,3,
51599231,Rental unit in Seattle · ★4.75 · 1 bedroom · 2 beds · 1 bath,409129017,Genesis,Beacon Hill,North Beacon Hill,47.57826,-122.3095,Entire home/apt,119,30,4,2023-03-05,0.20,11,185,2,
3303376,Rental unit in Seattle · ★4.86 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55043,-122.31837,Private room,76,2,184,2023-06-18,1.68,9,334,49,
39135549,Home in Seattle · ★4.94 · 4 bedrooms · 5 beds · 3 baths,9753561,Julia,Northgate,Maple Leaf,47.69847,-122.3169,Entire home/apt,297,30,16,2023-05-30,0.37,1,133,4,STR-OPLI-19-002030
53484051,Rental unit in Seattle · ★4.64 · Studio · 1 bed · 0 baths,412622282,Jordan,Other neighborhoods,Wallingford,47.66249,-122.32455,Entire home/apt,60,30,22,2022-11-13,1.18,1,299,12,STR-OPLI-21-001299
68508,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,340192,Angela,Cascade,Eastlake,47.63815,-122.32344,Entire home/apt,195,30,2,2023-02-28,0.10,2,61,1,STR-OPLI-19-002747
46166272,Home in Seattle · 3 bedrooms · 9 beds · 2 baths,267067607,Mike,Lake City,Matthews Beach,47.70499,-122.27726,Entire home/apt,381,2,0,,,3,169,0,STR-OPLI-21-000348
1417880,Rental unit in Seattle · ★4.08 · 1 bedroom · 2 beds · 1 bath,3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,115,30,40,2022-09-21,0.33,118,232,5,STR-OPLI-19-002641
32944774,Rental unit in Seattle · ★4.85 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.54948,-122.31804,Private room,66,2,65,2023-06-17,1.31,9,345,20,
24373647,Guest suite in Seattle · ★4.97 · 1 bedroom · 1 bed · 1 bath,11705720,Danielle,Delridge,High Point,47.55015244822675,-122.3747701635209,Entire home/apt,87,2,39,2023-06-21,0.63,1,22,7,STR-OPLI-19-003110
847340004911461172,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,505449013,Jumanah,Cascade,South Lake Union,47.62373776161494,-122.33053291198941,Entire home/apt,114,2,3,2023-05-04,1.27,3,277,3,STR-OPLI-01-147302
5022572,Home in Seattle · ★4.88 · 7 bedrooms · 14 beds · 4 baths,534305,Laurie,Other neighborhoods,Phinney Ridge,47.67322,-122.35251,Entire home/apt,644,7,107,2023-05-21,1.10,2,203,14,STR-OPLI-19-001802
18349381,Rental unit in Seattle · ★4.33 · 2 bedrooms · 2 beds · 1 bath,3074414,Melissa,University District,University District,47.65882,-122.31786,Entire home/apt,165,30,18,2023-04-29,0.25,118,137,6,STR-OPLI-19-002570
677266,Rental unit in Seattle · ★4.65 · 1 bedroom · 1 bed · 3 shared baths,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,70,2,124,2023-06-22,0.95,9,313,11,
34546567,Condo in Seattle · ★4.69 · Studio · 1 bed · 1 bath,237413517,Sherly,Capitol Hill,Broadway,47.61935,-122.32218,Entire home/apt,125,1,196,2023-06-17,3.91,2,299,89,STR-OPLI-20-008888
53235477,Townhouse in Seattle · 2 bedrooms · 2 beds · 2 baths,59208064,Howard,Northgate,Maple Leaf,47.69949,-122.31714,Entire home/apt,130,14,0,,,1,92,0,STR-OPLI-21-001298
52759612,Rental unit in Seattle · ★4.85 · Studio · 2 beds · 1 bath,59626676,Michael,Capitol Hill,Broadway,47.6167,-122.32448,Entire home/apt,115,1,129,2023-06-15,6.47,4,148,76,STR-OPLI-21-000966
40408205,Home in Seattle · ★4.87 · 5 bedrooms · 9 beds · 3.5 baths,312444136,Robert,Rainier Valley,Rainier Beach,47.5176,-122.27342,Entire home/apt,361,2,23,2023-06-18,0.65,1,326,5,STR-OPLI-19-002989
800742738139328924,Home in Seattle · 2 bedrooms · 2 beds · 1 bath,119427385,Phoebe,Northgate,Haller Lake,47.714095833827564,-122.33332828341992,Entire home/apt,115,30,0,,,1,172,0,
617346174590666746,Townhouse in Seattle · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,9364055,Porpoise,Other neighborhoods,Laurelhurst,47.66504,-122.2813,Entire home/apt,297,3,14,2023-04-13,1.34,1,72,14,STR-OPLI-22-000763
6336564,Rental unit in Seattle · ★5.0 · 1 bedroom · 1 bed · 1 bath,13007578,Genevieve,Other neighborhoods,Wallingford,47.66447,-122.32728,Entire home/apt,172,2,3,2023-06-11,3,2,149,3,STR-OPLI-22-001828
870467383091576875,Guesthouse in Seattle · ★New · 2 bedrooms · 2 beds · 1.5 baths,280827,Daniel,Delridge,South Delridge,47.51938869932146,-122.36022880045837,Entire home/apt,151,1,1,2023-05-21,0.86,2,41,1,STR-OPLI-19-003435
660222993467203579,Home in Seattle · ★4.43 · 5 bedrooms · 8 beds · 3 baths,5325329,Blair,Beacon Hill,Mid-Beacon Hill,47.54973,-122.2927,Entire home/apt,317,1,46,2023-06-09,4.79,9,189,46,STR-OPLI-21-001398
2118253,Rental unit in Seattle · ★4.17 · 2 bedrooms · 2 beds · 1 bath,3074414,Melissa,University District,University District,47.66789,-122.3008,Entire home/apt,170,30,35,2021-09-06,0.31,118,329,0,
873398619573406008,Home in Seattle · ★New · 2 bedrooms · 2 beds · 2.5 baths,30352418,James,West Seattle,Fairmount Park,47.549160097875216,-122.38428118648716,Entire home/apt,177,1,0,,,1,295,0,STR-OPLI-23-000649
738698022214437076,Home in Seattle · ★4.89 · 3 bedrooms · 3 beds · 3.5 baths,398317720,Joanne,Other neighborhoods,Fremont,47.65859,-122.3531,Entire home/apt,358,2,18,2023-06-08,2.41,53,132,18,STR-OPLI-22-001584
705169836100539996,Rental unit in Seattle · 2 bedrooms · 2 beds · 1 bath,71497542,Amy,Rainier Valley,Brighton,47.54574760000001,-122.2791344,Entire home/apt,154,3,0,,,1,51,0,STR-OPLI-19-001494
13083601,Rental unit in Seattle · ★4.41 · 2 bedrooms · 2 beds · 1 bath,28653007,Andrew,University District,University District,47.6662,-122.30449,Entire home/apt,300,7,29,2023-06-14,0.35,4,334,3,STR-OPLI-22-001462
679702381145302686,Townhouse in Seattle · ★5.0 · 2 bedrooms · 3 beds · 2 baths,93376047,Remington,Central Area,Atlantic,47.59255,-122.29802,Entire home/apt,175,3,7,2023-06-14,0.84,1,283,7,STR-OPLI-21-001180
825535433852916305,Home in Seattle · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,500817107,Mackenzie,Other neighborhoods,Green Lake,47.6725798077565,-122.33564866323655,Entire home/apt,282,1,7,2023-06-19,2.10,1,50,7,STR-OPLI-23-000221
846815420083640269,Home in Seattle · 1 bedroom · 1 bed · 1 bath,373746195,Alex,Other neighborhoods,Ravenna,47.66635,-122.29941,Entire home/apt,101,30,0,,,1,297,0,
53310594,Home in Seattle · ★4.65 · 3 bedrooms · 5 beds · 3 baths,429555775,Jessica,Beacon Hill,North Beacon Hill,47.56991,-122.31355,Entire home/apt,251,1,20,2023-06-08,1.16,1,328,17,STR-OPLI-21-001048
645761688312544600,Rental unit in Seattle · ★4.20 · Studio · 1 bed · 1 bath,3074414,Melissa,University District,University District,47.66124,-122.31327,Entire home/apt,133,1,5,2023-02-10,0.55,118,58,5,STR-OPLI-19-002641
557835560870879952,Rental unit in Seattle · ★4.94 · 1 bedroom · 1 bed · 1 bath,2744582,Malcolm,Beacon Hill,Mid-Beacon Hill,47.55143,-122.30631,Entire home/apt,85,2,18,2023-05-01,1.35,1,277,12,STR-OPLI-22-000253
1145148,Home in Seattle · ★4.92 · 4 bedrooms · 3 beds · 2 baths,6278931,Reya & Maketa,Delridge,North Delridge,47.55385,-122.36317,Entire home/apt,495,2,15,2017-11-13,0.12,1,47,0,STR-OPLI-19-001974
876906076747234535,Home in Seattle · ★New · 2 bedrooms · 2 beds · 1.5 baths,48606713,Nathan,Delridge,High Point,47.53431297917851,-122.36678906424865,Entire home/apt,249,4,1,2023-06-12,1,1,145,1,STR-OPLI-23-000502
52170091,Home in Seattle · ★4.73 · Studio · 1 bed · 1 private bath,19403115,Vince,Ballard,Whittier Heights,47.67907,-122.37461,Private room,106,1,128,2023-06-11,6.05,25,334,76,
54197697,Rental unit in Seattle · ★4.83 · 1 bedroom · 1 bed · 1 bath,16414205,Karin,Rainier Valley,Columbia City,47.557178,-122.279205,Entire home/apt,112,2,41,2023-06-23,2.57,1,116,29,STR-OPLI-22-000065
564675449446261256,Home in Seattle · ★4.94 · 2 bedrooms · 2 beds · 2.5 baths,5944038,Giselle,West Seattle,Genesee,47.56466,-122.38318,Entire home/apt,224,2,34,2023-06-20,2.48,1,191,29,STR-OPLI-22-000463
25538577,Townhouse in Seattle · ★4.94 · 3 bedrooms · 3 beds · 2 baths,192693420,Kit,Cascade,Eastlake,47.63992,-122.32438,Entire home/apt,403,2,201,2023-06-05,3.31,1,119,17,STR-OPLI-19-002795
50993665,Guest suite in Seattle · ★4.89 · 2 bedrooms · 3 beds · 2 baths,243989608,Dylan,Rainier Valley,Brighton,47.5451,-122.28031,Entire home/apt,118,3,46,2023-06-17,2.68,1,198,30,STR-OPLI-22-000067
635102609786866130,Home in Seattle · 5 bedrooms · 6 beds · 3 baths,407735842,Jian,Northgate,Pinehurst,47.71469,-122.31629,Entire home/apt,266,30,2,2022-10-15,0.17,8,363,2,
50196460,Townhouse in Seattle · ★4.95 · 1 bedroom · 1 bed · 1 private bath,3539890,Michael,Central Area,Atlantic,47.59719,-122.31023,Private room,111,1,116,2023-06-10,4.73,2,60,57,
764156150653141876,Home in Seattle · ★4.88 · 3 bedrooms · 3 beds · 2 baths,259700258,Jimi,Rainier Valley,Brighton,47.54217,-122.27113,Entire home/apt,162,2,17,2023-06-18,3.04,1,265,17,STR-OPLI-22-001950
17882923,Rental unit in Seattle · ★3.86 · 3 bedrooms · 3 beds · 1 bath,3074414,Melissa,University District,University District,47.65659,-122.31821,Entire home/apt,170,30,7,2022-10-31,0.10,118,42,2,
52175053,Condo in Seattle · ★3.83 · 1 bedroom · 2 beds · 1 bath,28379912,Daniel James Rogers,Cascade,Eastlake,47.64358,-122.3246,Entire home/apt,67,30,6,2023-05-31,0.30,5,120,4,
14455104,Home in Seattle · ★4.61 · 1 bedroom · 4 beds · 2 shared baths,89042696,Hung,Central Area,Leschi,47.59865,-122.29651,Shared room,253,1,289,2023-06-12,3.50,1,282,63,Str-opli-19-002806
36638018,Guest suite in Seattle · ★4.98 · 1 bedroom · 1 bed · 1 bath,26969202,Wesley,West Seattle,Seaview,47.55539,-122.39429,Entire home/apt,100,2,58,2023-04-14,1.23,1,58,13,STR-OPLI-19-001339
23705000,Townhouse in Seattle · ★4.78 · 3 bedrooms · 5 beds · 2.5 baths,54812088,Seattle Vacation Home,Capitol Hill,Stevens,47.62091,-122.30082,Entire home/apt,302,30,103,2023-06-06,1.69,49,196,29,STR-OPLI-19-002820
25943915,Townhouse in Seattle · ★4.97 · 3 bedrooms · 5 beds · 2.5 baths,35019430,Anne,Cascade,Eastlake,47.6393,-122.32392,Entire home/apt,311,1,190,2023-06-22,3.40,1,236,67,STR-OPLI-23-000056
23414672,Guest suite in Seattle · ★4.89 · 1 bedroom · 2 beds · 1 bath,1529273,Jason,Rainier Valley,Mount Baker,47.5735,-122.2903,Entire home/apt,99,1,191,2023-06-02,2.99,1,236,40,STR-OPLI-19-003138
51643332,Rental unit in Seattle · ★5.0 · Studio · 2 beds · 1 bath,402330479,Tali,University District,University District,47.66503,-122.31692,Entire home/apt,81,30,6,2023-01-15,0.30,5,260,4,
2486612,Rental unit in Seattle · ★4.64 · 1 bedroom · 1 bed · 1 bath,6433045,Joseph,Beacon Hill,North Beacon Hill,47.5739,-122.30978,Entire home/apt,90,1,348,2023-06-18,3.07,1,218,27,STR-OPLI-19-000751
785469105591142352,Home in Seattle · ★4.85 · 2 bedrooms · 2 beds · 1 bath,436417936,Malcolm,West Seattle,Fairmount Park,47.55836141326784,-122.38138961194399,Entire home/apt,188,2,27,2023-06-19,5.03,2,274,27,STR-OPLI-22-000190
42613276,Home in Seattle · ★4.92 · 4 bedrooms · 5 beds · 2 baths,107076441,Karen,Other neighborhoods,Wallingford,47.65495707906239,-122.33499796980155,Entire home/apt,291,2,92,2023-06-15,2.58,3,130,24,STR-OPLI-19-001149
20520544,Home in Seattle · ★4.97 · 2 bedrooms · 2 beds · 1 bath,2013576,Lee,Other neighborhoods,Wallingford,47.67013,-122.32388,Entire home/apt,175,2,196,2023-06-19,2.81,5,285,81,STR-OPLI-19-002144
36607801,Home in Seattle · ★4.99 · 5 bedrooms · 7 beds · 3 baths,204886779,Jennifer,Other neighborhoods,Wallingford,47.64939,-122.33209,Entire home/apt,581,2,147,2023-06-08,3.07,11,104,49,STR-OPLI-19-001829
9907337,Guest suite in Seattle · ★4.97 · 2 bedrooms · 2 beds · 1 bath,50943410,Don,Other neighborhoods,Green Lake,47.67501,-122.33453,Entire home/apt,189,3,118,2023-06-12,1.34,1,201,28,STR-OPLI-20-000038
776077431480292551,Guesthouse in Seattle · ★4.78 · Studio · 2 beds · 1 bath,11377707,Jason,Other neighborhoods,Wallingford,47.66891,-122.32427,Entire home/apt,106,1,9,2023-06-04,2.65,4,146,9,STR-OPLI-20-001242
54331751,Rental unit in Seattle · 1 bedroom · 1 bed · 1 bath,440807576,Sarom,Beacon Hill,Mid-Beacon Hill,47.56076,-122.29337,Entire home/apt,80,30,1,2022-04-02,0.07,1,273,0,
852128366756827975,Home in Seattle · ★3.25 · 1 bedroom · 2 beds · 1 bath,463792372,Anh,Rainier Valley,Columbia City,47.5653268,-122.2894766,Entire home/apt,88,1,4,2023-05-07,1.69,2,314,4,STR-OPLI-22-001042
54230523,Home in Seattle · ★4.89 · 3 bedrooms · 3 beds · 2 baths,2208131,Ross,Delridge,North Delridge,47.56782,-122.3708,Entire home/apt,251,2,38,2023-05-28,2.29,1,23,21,STR-OPLI-22-000063
21457914,Guest suite in Seattle · ★4.94 · Studio · 2 beds · 1 bath,39341195,Mary,University District,University District,47.668373107910156,-122.3079605102539,Entire home/apt,125,3,142,2023-06-18,2.08,1,36,26,STR-OPLI-19-002408
